permno,fyear,EXECID,grantdate,P_month,T,r,sigma,d,security,ret,retlag,val_lag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo
80621,2008,15701,20080430,4,10,0.02781,0.33754,0.00000,0,-0.25428,0.37172,6.825,10.567,6.370,5.440,0.98395,1.39097,6.77269,0.31775,0.15219
80621,2008,15701,20081031,10,10,0.02781,0.33754,0.00000,1,-0.26839,0.35854,0.000,10.567,6.370,5.440,0.98395,1.39097,6.77269,0.31775,0.15219
80621,2009,15701,20090430,4,10,0.03662,0.62001,0.00000,0,-0.67151,-0.25428,6.565,9.669,5.291,5.033,0.76515,0.85808,6.64145,0.47850,0.16163
80621,2009,15701,20090531,5,10,0.03662,0.62001,0.00000,1,-0.70889,-0.26839,9.495,9.669,5.291,5.033,0.76515,0.85808,6.64145,0.47850,0.16163
80621,2010,15701,20100430,4,10,0.03353,0.78781,0.00000,0,1.14957,-0.67151,5.806,11.429,6.925,5.478,0.83056,1.28349,6.53413,0.20583,0.21023
80621,2010,15701,20100531,5,10,0.03353,0.78781,0.00000,1,1.31335,0.53370,6.005,11.429,6.925,5.478,0.83056,1.28349,6.53413,0.20583,0.21023
80621,2011,15701,20110430,4,10,0.02147,0.77995,0.00000,0,-0.02328,1.31335,6.273,11.682,7.153,5.600,0.86316,1.44024,6.55034,0.16906,0.14720
80621,2011,15701,20111031,10,10,0.02147,0.77995,0.00000,1,-0.02328,1.31335,0.000,11.682,7.153,5.600,0.86316,1.44024,6.55034,0.16906,0.14720
81162,2007,16188,20070731,7,10,0.04018,0.39569,0.00000,0,-0.07743,-0.15667,0.000,11.712,7.130,4.165,0.98143,3.01030,5.70802,0.00009,0.18460
81162,2007,16188,20070331,3,10,0.04018,0.39569,0.00000,1,-0.20615,0.42737,6.738,11.712,7.130,4.165,0.98143,3.01030,5.70802,0.00009,0.18460
81162,2008,16188,20080731,7,10,0.02391,0.37883,0.00354,0,-0.10664,-0.07743,0.000,11.472,6.886,3.979,0.97729,2.30980,5.68950,0.00000,0.22568
81162,2008,16188,20080229,2,10,0.02391,0.37883,0.00354,1,-0.39552,-0.20615,6.724,11.472,6.886,3.979,0.97729,2.30980,5.68950,0.00000,0.22568
81162,2009,16188,20090731,7,10,0.03527,0.39859,0.00966,0,-0.18618,-0.10664,0.000,11.353,6.761,3.679,0.97478,2.08942,5.56583,0.00000,0.18091
81162,2009,16188,20090228,2,10,0.03527,0.39859,0.00966,1,-0.24382,-0.25545,6.060,11.353,6.761,3.679,0.97478,2.08942,5.56583,0.00000,0.18091
81162,2010,16188,20100731,7,10,0.03237,0.37697,0.01528,0,0.23846,-0.18618,0.000,11.479,6.890,3.904,0.96645,2.32503,5.50922,0.01998,0.14456
81162,2010,16188,20100531,5,10,0.03237,0.37697,0.01528,1,0.47489,-0.10886,6.547,11.479,6.890,3.904,0.96645,2.32503,5.50922,0.01998,0.14456
81162,2011,16188,20110731,7,10,0.01961,0.40959,0.01532,0,0.04172,0.23846,0.000,11.955,7.369,4.331,0.96044,2.90640,5.71523,0.00325,0.29720
81162,2011,16188,20110228,2,10,0.01961,0.40959,0.01532,1,0.36039,0.47489,6.799,11.955,7.369,4.331,0.96044,2.90640,5.71523,0.00325,0.29720
81222,2007,34347,20070731,7,10,0.04018,0.25242,0.00000,0,-0.31467,0.22204,0.000,11.219,6.680,3.182,1.00000,1.41164,7.91643,0.33939,0.09615
81222,2007,34347,20071031,10,10,0.04018,0.25242,0.00000,1,-0.31467,0.22204,6.863,11.219,6.680,3.182,1.00000,1.41164,7.91643,0.33939,0.09615
81222,2008,34347,20080731,7,10,0.02391,0.28309,0.00000,0,0.06145,-0.31467,0.000,10.411,5.910,3.866,1.00000,1.00817,7.87396,0.48058,0.08770
81222,2008,34347,20080731,7,10,0.02391,0.28309,0.00000,1,0.06145,-0.31467,0.000,10.411,5.910,3.866,1.00000,1.00817,7.87396,0.48058,0.08770
81222,2009,34347,20090731,7,10,0.03527,0.37111,0.00000,0,-0.02981,0.06145,0.000,10.582,6.075,3.874,1.00000,1.03420,7.82313,0.36997,0.14645
81222,2009,34347,20090731,7,10,0.03527,0.37111,0.00000,1,-0.02981,0.06145,0.000,10.582,6.075,3.874,1.00000,1.03420,7.82313,0.36997,0.14645
81222,2010,34347,20100731,7,10,0.03237,0.38208,0.00000,0,0.05535,-0.02981,0.000,10.461,5.975,3.682,1.00000,0.96556,7.80180,0.30236,0.13222
81222,2010,34347,20100731,7,10,0.03237,0.38208,0.00000,1,0.05535,-0.02981,0.000,10.461,5.975,3.682,1.00000,0.96556,7.80180,0.30236,0.13222
81222,2011,34347,20110731,7,10,0.01961,0.39054,0.00124,0,0.22717,0.05535,0.000,11.111,6.590,2.980,1.00000,1.25463,7.89705,0.20811,0.08858
81222,2011,34347,20110731,7,10,0.01961,0.39054,0.00124,1,0.48250,0.34076,0.000,11.111,6.590,2.980,1.00000,1.25463,7.89705,0.20811,0.08858
81501,2007,15620,20070731,7,10,0.04018,0.34713,0.00723,0,0.11077,-0.03350,0.000,13.094,8.489,0.000,1.00000,3.18984,6.58233,0.00000,0.16092
81501,2007,15620,20070731,7,10,0.04018,0.34713,0.00723,1,0.11077,-0.03350,0.000,13.094,8.489,0.000,1.00000,3.18984,6.58233,0.00000,0.16092
81501,2008,15620,20080731,7,10,0.02391,0.32915,0.00838,0,0.02313,0.11077,0.000,13.264,8.659,0.000,1.00000,3.42483,6.70908,0.00000,0.20434
81501,2008,15620,20080731,7,10,0.02391,0.32915,0.00838,1,0.02313,0.11077,0.000,13.264,8.659,0.000,1.00000,3.42483,6.70908,0.00000,0.20434
81501,2009,15620,20090731,7,10,0.03527,0.28279,0.01228,0,-0.26658,0.02313,0.000,12.929,8.324,0.000,1.00000,2.46048,6.72574,0.00000,0.14877
81501,2009,15620,20090731,7,10,0.03527,0.28279,0.01228,1,-0.26658,0.02313,0.000,12.929,8.324,0.000,1.00000,2.46048,6.72574,0.00000,0.14877
81501,2010,15620,20100731,7,10,0.03237,0.32792,0.01474,0,0.26079,-0.26658,0.000,13.093,8.488,0.000,1.00000,2.99755,6.70200,0.00000,0.16293
81501,2010,15620,20100731,7,10,0.03237,0.32792,0.01474,1,0.26079,-0.26658,0.000,13.093,8.488,0.000,1.00000,2.99755,6.70200,0.00000,0.16293
81501,2011,15620,20110731,7,10,0.01961,0.33543,0.01593,0,0.21215,0.26079,0.000,12.798,8.194,0.000,1.00000,3.30709,6.86764,0.00000,0.17842
81501,2011,15620,20110731,7,10,0.01961,0.33543,0.01593,1,0.21215,0.26079,0.000,12.798,8.194,0.000,1.00000,3.30709,6.86764,0.00000,0.17842
81655,2007,19771,20071231,12,10,0.03807,0.26298,0.00792,0,-0.34090,-0.01566,0.000,10.478,6.203,4.854,0.48760,2.85681,7.96617,0.08542,0.19942
81655,2007,19771,20070630,6,10,0.03807,0.26298,0.00792,1,0.20045,-0.06890,7.828,10.478,6.203,4.854,0.48760,2.85681,7.96617,0.08542,0.19942
81655,2008,19771,20081231,12,10,0.03237,0.30048,0.01404,0,-0.00168,-0.34090,0.000,10.023,5.853,5.344,0.51179,1.71936,8.46202,0.23034,0.25486
81655,2008,19771,20080731,7,10,0.03237,0.30048,0.01404,1,-0.25705,0.20045,7.638,10.023,5.853,5.344,0.51179,1.71936,8.46202,0.23034,0.25486
81655,2009,19771,20091231,12,10,0.03363,0.48370,0.01759,0,0.23879,-0.00168,0.000,10.263,5.975,5.554,0.54741,1.68305,8.52242,0.21783,0.16539
81655,2009,19771,20090731,7,10,0.03363,0.48370,0.01759,1,-0.01494,-0.25705,7.960,10.263,5.975,5.554,0.54741,1.68305,8.52242,0.21783,0.16539
81655,2010,19771,20101231,12,10,0.03121,0.47432,0.02191,0,0.32009,0.23879,0.000,10.525,6.231,5.773,0.53455,1.78853,8.56568,0.18035,0.17950
81655,2010,19771,20100731,7,10,0.03121,0.47432,0.02191,1,0.28862,-0.01494,8.321,10.525,6.231,5.773,0.53455,1.78853,8.56568,0.18035,0.17950
81655,2011,19771,20111231,12,10,0.01784,0.43848,0.02329,0,-0.02029,0.32009,0.000,10.806,6.546,5.974,0.55256,1.89293,8.60660,0.15946,0.17010
81655,2011,19771,20110731,7,10,0.01784,0.43848,0.02329,1,0.00600,0.20979,8.297,10.806,6.546,5.974,0.55256,1.89293,8.60660,0.15946,0.17010
81912,2007,23168,20071031,10,10,0.03450,0.26146,0.01014,0,-0.06474,0.21501,0.000,8.816,4.832,4.348,0.76301,1.51284,7.54989,0.00000,0.14627
81912,2007,23168,20070630,6,10,0.03450,0.26146,0.01014,1,0.04649,0.32248,6.577,8.816,4.832,4.348,0.76301,1.51284,7.54989,0.00000,0.14627
81912,2008,23168,20081031,10,10,0.02781,0.23365,0.01023,0,-0.42975,-0.06474,0.000,8.267,4.388,4.442,0.75017,1.17164,7.65448,0.00000,0.09574
81912,2008,23168,20080531,5,10,0.02781,0.23365,0.01023,1,-0.28397,0.04649,6.584,8.267,4.388,4.442,0.75017,1.17164,7.65448,0.00000,0.09574
81912,2009,23168,20091031,10,10,0.03662,0.25461,0.01324,0,0.24827,-0.42975,0.000,7.524,3.632,4.158,0.75664,0.93449,7.53558,0.00000,0.03081
81912,2009,23168,20090531,5,10,0.03662,0.25461,0.01324,1,-0.31213,-0.28397,6.084,7.524,3.632,4.158,0.75664,0.93449,7.53558,0.00000,0.03081
81912,2010,23168,20101031,10,10,0.03353,0.28260,0.01370,0,0.26269,0.24827,0.000,8.510,4.586,4.541,0.77361,1.29932,7.62681,0.00000,0.10705
81912,2010,23168,20100531,5,10,0.03353,0.28260,0.01370,1,0.28619,-0.13144,5.762,8.510,4.586,4.541,0.77361,1.29932,7.62681,0.00000,0.10705
81912,2011,23168,20111031,10,10,0.02147,0.30238,0.01378,0,-0.06679,0.26269,0.000,8.535,4.660,4.580,0.76439,1.21444,7.74953,0.00000,0.07414
81912,2011,23168,20110630,6,10,0.02147,0.30238,0.01378,1,0.18583,0.28619,6.180,8.535,4.660,4.580,0.76439,1.21444,7.74953,0.00000,0.07414
82307,2007,07568,20070731,7,10,0.04018,0.23912,0.00000,0,0.00811,0.01255,0.000,12.013,7.676,5.944,0.57368,1.72488,8.77845,0.33501,0.08274
82307,2007,07568,20070731,7,10,0.04018,0.23912,0.00000,1,-0.15748,0.38469,9.167,12.013,7.676,5.944,0.57368,1.72488,8.77845,0.33501,0.08274
82307,2008,07568,20080731,7,10,0.02391,0.20781,0.00000,0,0.02588,0.00811,0.000,11.754,7.541,6.328,0.58693,1.61989,8.84577,0.32958,0.08211
82307,2008,07568,20080331,3,10,0.02391,0.20781,0.00000,1,-0.13712,-0.15748,9.171,11.754,7.541,6.328,0.58693,1.61989,8.84577,0.32958,0.08211
82307,2009,07568,20090731,7,10,0.03527,0.20897,0.00000,0,-0.11814,0.02588,0.000,11.570,7.436,6.735,0.62002,1.43791,8.89386,0.35270,0.08006
82307,2009,07568,20090331,3,10,0.03527,0.20897,0.00000,1,-0.09273,-0.13712,8.956,11.570,7.436,6.735,0.62002,1.43791,8.89386,0.35270,0.08006
82307,2010,07568,20100731,7,10,0.03237,0.20032,0.00000,0,0.43668,-0.09273,0.000,9.466,4.869,0.000,1.00000,1.51849,8.93053,0.31648,0.09150
82307,2010,07568,20100331,3,10,0.03237,0.20032,0.00000,1,0.43668,-0.09273,8.954,9.466,4.869,0.000,1.00000,1.51849,8.93053,0.31648,0.09150
82307,2011,07568,20110331,3,10,0.01961,0.20023,0.00000,0,0.45401,0.14912,8.467,11.116,7.417,6.161,0.53618,1.57832,9.00152,0.33643,0.11110
82307,2011,07568,20110331,3,10,0.01961,0.20023,0.00000,1,0.40720,0.34094,8.382,11.116,7.417,6.161,0.53618,1.57832,9.00152,0.33643,0.11110
82515,2007,15461,20070731,7,10,0.04018,0.22669,0.00858,0,-0.17839,0.02164,0.000,10.822,6.374,3.884,0.74513,3.21705,6.65359,0.10653,0.09368
82515,2007,15461,20070228,2,10,0.04018,0.22669,0.00858,1,-0.09768,0.15647,6.869,10.822,6.374,3.884,0.74513,3.21705,6.65359,0.10653,0.09368
82515,2008,15461,20080731,7,10,0.02391,0.26842,0.01421,0,-0.36245,-0.17839,0.000,9.967,5.632,4.274,0.78496,1.90013,6.70424,0.22688,0.09250
82515,2008,15461,20080531,5,10,0.02391,0.26842,0.01421,1,-0.47971,-0.23202,6.675,9.967,5.632,4.274,0.78496,1.90013,6.70424,0.22688,0.09250
82515,2009,15461,20090731,7,10,0.03527,0.39139,0.02051,0,0.06175,-0.36245,0.000,9.810,5.475,4.521,0.78610,1.75190,6.72372,0.22518,0.11448
82515,2009,15461,20090228,2,10,0.03527,0.39139,0.02051,1,-0.16463,-0.51406,6.640,9.810,5.475,4.521,0.78610,1.75190,6.72372,0.22518,0.11448
82515,2010,15461,20100731,7,10,0.03237,0.51533,0.02602,0,-0.06813,0.06175,0.000,10.046,5.660,4.613,0.77869,1.91856,6.61217,0.17444,0.13630
82515,2010,15461,20100531,5,10,0.03237,0.51533,0.02602,1,0.49927,-0.31402,6.999,10.046,5.660,4.613,0.77869,1.91856,6.61217,0.17444,0.13630
82515,2011,15461,20110731,7,10,0.01961,0.50274,0.02590,0,0.20588,-0.06813,0.000,10.291,5.902,4.790,0.74111,2.13317,6.59242,0.12785,0.12644
82515,2011,15461,20110228,2,10,0.01961,0.50274,0.02590,1,0.06181,0.68278,7.328,10.291,5.902,4.790,0.74111,2.13317,6.59242,0.12785,0.12644
82546,2007,26447,20070331,3,10,0.04018,0.32573,0.00000,0,0.16088,0.24312,6.015,11.154,6.550,0.000,1.00000,3.21216,5.83085,0.00000,0.13734
82546,2007,26447,20070331,3,10,0.04018,0.32573,0.00000,1,0.16088,0.24312,7.312,11.154,6.550,0.000,1.00000,3.21216,5.83085,0.00000,0.13734
82546,2008,26447,20080731,7,10,0.02391,0.32705,0.00000,0,0.15481,0.04628,0.000,11.843,7.285,3.970,0.94977,4.55816,5.86740,0.00000,0.18365
82546,2008,26447,20080731,7,10,0.02391,0.32705,0.00000,1,0.15481,0.04628,0.000,11.843,7.285,3.970,0.94977,4.55816,5.86740,0.00000,0.18365
82546,2009,26447,20090531,5,10,0.03527,0.47982,0.00000,0,-0.17119,0.11367,4.438,10.735,6.193,4.427,0.96355,1.75779,6.04167,0.03390,0.21851
82546,2009,26447,20090531,5,10,0.03527,0.47982,0.00000,1,-0.17119,0.11367,5.702,10.735,6.193,4.427,0.96355,1.75779,6.04167,0.03390,0.21851
82546,2010,26447,20100731,7,10,0.03237,0.49172,0.00000,0,0.40126,-0.17119,0.000,11.320,6.779,4.439,0.97907,2.76435,6.12094,0.00000,0.24878
82546,2010,26447,20100731,7,10,0.03237,0.49172,0.00000,1,0.40126,-0.17119,0.000,11.320,6.779,4.439,0.97907,2.76435,6.12094,0.00000,0.24878
82546,2011,26447,20110731,7,10,0.01961,0.47169,0.00000,0,-0.09585,0.40126,0.000,11.838,7.446,5.354,0.99578,3.50867,6.19812,0.00000,0.16753
82546,2011,26447,20110731,7,10,0.01961,0.47169,0.00000,1,-0.09585,0.40126,0.000,11.838,7.446,5.354,0.99578,3.50867,6.19812,0.00000,0.16753
82587,2007,30559,20070731,7,10,0.04018,0.71755,0.00000,0,-0.26687,0.66029,0.000,9.673,5.124,3.145,0.71490,2.96851,5.33273,0.00000,0.42310
82587,2007,30559,20070831,8,10,0.04018,0.71755,0.00000,1,-0.07399,0.22786,6.880,9.673,5.124,3.145,0.71490,2.96851,5.33273,0.00000,0.42310
82587,2008,30559,20080731,7,10,0.02391,0.59531,0.00000,0,-0.36359,-0.26687,0.000,8.510,4.095,3.266,0.59057,1.59778,5.37719,0.01130,0.19642
82587,2008,30559,20080831,8,10,0.02391,0.59531,0.00000,1,-0.39397,-0.07399,6.874,8.510,4.095,3.266,0.59057,1.59778,5.37719,0.01130,0.19642
82587,2009,30559,20090731,7,10,0.03527,0.61337,0.00000,0,0.07043,-0.36359,0.000,7.328,3.080,3.040,0.59295,0.66951,5.24791,0.01579,-0.03804
82587,2009,30559,20090831,8,10,0.03527,0.61337,0.00000,1,-0.70046,-0.54910,6.398,7.328,3.080,3.040,0.59295,0.66951,5.24791,0.01579,-0.03804
82587,2010,30559,20100731,7,10,0.03237,0.60972,0.00000,0,-0.04789,0.07043,0.000,8.524,4.152,3.450,0.69495,1.40264,5.31997,0.00000,-0.08759
82587,2010,30559,20100228,2,10,0.03237,0.60972,0.00000,1,0.52463,-0.35450,5.348,8.524,4.152,3.450,0.69495,1.40264,5.31997,0.00000,-0.08759
82587,2011,30559,20110731,7,10,0.01961,0.60343,0.00000,0,-0.17477,-0.04789,0.000,8.836,4.470,3.679,0.72872,1.43212,5.53248,0.00000,0.25231
82587,2011,30559,20110531,5,10,0.01961,0.60343,0.00000,1,0.02856,0.52463,6.314,8.836,4.470,3.679,0.72872,1.43212,5.53248,0.00000,0.25231
83186,2007,05647,20070731,7,10,0.04018,0.14993,0.00000,0,0.28463,0.06105,0.000,11.520,7.318,5.060,0.88615,2.13574,8.04562,0.21634,0.11936
83186,2007,05647,20070731,7,10,0.04018,0.14993,0.00000,1,0.28463,0.06105,0.000,11.520,7.318,5.060,0.88615,2.13574,8.04562,0.21634,0.11936
83186,2008,05647,20080731,7,10,0.02391,0.16983,0.00000,0,-0.22592,0.28463,0.000,12.523,8.108,4.124,0.94525,2.13665,8.13062,0.14624,0.01664
83186,2008,05647,20080731,7,10,0.02391,0.16983,0.00000,1,-0.22592,0.28463,0.000,12.523,8.108,4.124,0.94525,2.13665,8.13062,0.14624,0.01664
83186,2009,05647,20090731,7,10,0.03527,0.26783,0.00000,0,-0.27338,-0.22592,0.000,10.677,6.466,5.916,0.91835,1.65729,7.82820,0.34512,0.12848
83186,2009,05647,20090731,7,10,0.03527,0.26783,0.00000,1,-0.27338,-0.22592,0.000,10.677,6.466,5.916,0.91835,1.65729,7.82820,0.34512,0.12848
83186,2010,05647,20100731,7,10,0.03237,0.32767,0.00000,0,0.30068,-0.58793,0.000,10.799,6.635,5.782,0.91534,1.51780,7.97721,0.27638,0.14442
83186,2010,05647,20100731,7,10,0.03237,0.32767,0.00000,1,0.42043,-0.56325,0.000,10.799,6.635,5.782,0.91534,1.51780,7.97721,0.27638,0.14442
83186,2011,05647,20110228,2,10,0.01961,0.34109,0.00450,0,0.32311,0.30068,7.168,10.671,6.480,5.477,0.94513,1.36803,8.11385,0.26473,0.12177
83186,2011,05647,20110131,1,10,0.01961,0.34109,0.00450,1,0.02454,0.01513,7.685,10.671,6.480,5.477,0.94513,1.36803,8.11385,0.26473,0.12177
83366,2007,31316,20070630,6,10,0.04018,0.32376,0.00814,0,-0.48012,0.36053,6.912,6.618,2.137,0.000,0.00000,2.40519,6.00553,0.00000,0.14240
83366,2007,31316,20070731,7,10,0.04018,0.32376,0.00814,1,0.10444,-0.35937,0.000,6.618,2.137,0.000,0.00000,2.40519,6.00553,0.00000,0.14240
83366,2008,31316,20080131,1,10,0.02391,0.32822,0.01065,0,-0.10736,-0.48012,5.048,7.138,2.609,0.000,0.47795,2.15323,6.11837,0.00000,0.14762
83366,2008,31316,20080731,7,10,0.02391,0.32822,0.01065,1,0.18000,0.10444,0.000,7.138,2.609,0.000,0.47795,2.15323,6.11837,0.00000,0.14762
83366,2009,31316,20090131,1,10,0.03527,0.41207,0.01430,0,0.03008,-0.10736,5.196,7.552,2.998,0.000,0.72852,1.72336,6.31043,0.00000,0.17604
83366,2009,31316,20090731,7,10,0.03527,0.41207,0.01430,1,-0.24520,0.18000,0.000,7.552,2.998,0.000,0.72852,1.72336,6.31043,0.00000,0.17604
83366,2010,31316,20100131,1,10,0.03237,0.42745,0.01380,0,0.82545,0.03008,6.516,8.444,3.860,0.000,0.64706,3.17339,6.24302,0.00000,0.04014
83366,2010,31316,20100731,7,10,0.03237,0.42745,0.01380,1,0.91699,-0.24520,0.000,8.444,3.860,0.000,0.64706,3.17339,6.24302,0.00000,0.04014
83366,2011,31316,20110131,1,10,0.01961,0.43071,0.01162,0,0.74175,0.82545,6.909,9.072,4.479,0.000,0.65472,4.11994,6.39788,0.00000,0.17877
83366,2011,31316,20110731,7,10,0.01961,0.43071,0.01162,1,0.94155,0.91699,0.000,9.072,4.479,0.000,0.65472,4.11994,6.39788,0.00000,0.17877
83601,2007,03497,20071231,12,10,0.03807,0.28221,0.03631,0,-0.03457,-0.12156,0.000,10.709,6.278,4.816,0.83726,1.47206,7.50394,0.10359,0.09494
83601,2007,03497,20070630,6,10,0.03807,0.28221,0.03631,1,-0.03457,-0.12156,6.575,10.709,6.278,4.816,0.83726,1.47206,7.50394,0.10359,0.09494
83601,2008,03497,20081231,12,10,0.03237,0.30163,0.03480,0,-0.39513,-0.03457,0.000,12.825,8.242,4.920,0.97875,1.35011,7.59540,0.14174,0.09951
83601,2008,03497,20081231,12,10,0.03237,0.30163,0.03480,1,-0.16725,-0.03463,6.361,12.825,8.242,4.920,0.97875,1.35011,7.59540,0.14174,0.09951
83601,2009,03497,20091231,12,10,0.03363,0.54377,0.03759,0,0.18046,-0.39513,0.000,12.471,7.881,4.691,0.98083,1.29264,7.21878,0.13579,0.12793
83601,2009,03497,20090731,7,10,0.03363,0.54377,0.03759,1,-0.26185,-0.16725,6.249,12.471,7.881,4.691,0.98083,1.29264,7.21878,0.13579,0.12793
83601,2010,03497,20101231,12,10,0.03121,0.54964,0.03597,0,0.40343,0.18046,0.000,11.196,6.647,4.741,0.93361,1.29905,7.32735,0.12670,0.08096
83601,2010,03497,20100731,7,10,0.03121,0.54964,0.03597,1,0.07996,-0.26185,6.739,11.196,6.647,4.741,0.93361,1.29905,7.32735,0.12670,0.08096
83601,2011,03497,20111231,12,10,0.01784,0.53821,0.03089,0,0.79198,0.00159,0.000,11.654,7.115,5.161,0.93799,1.52479,7.41953,0.15074,0.04729
83601,2011,03497,20110731,7,10,0.01784,0.53821,0.03089,1,0.79198,0.00159,6.597,11.654,7.115,5.161,0.93799,1.52479,7.41953,0.15074,0.04729
83621,2007,26216,20070731,7,10,0.04018,0.24931,0.00000,0,0.08128,0.20762,0.000,10.553,6.165,4.437,0.71689,2.30236,6.77883,0.06100,0.29360
83621,2007,26216,20071130,11,10,0.04018,0.24931,0.00000,1,0.58332,0.06585,7.385,10.553,6.165,4.437,0.71689,2.30236,6.77883,0.06100,0.29360
83621,2008,26216,20080731,7,10,0.02391,0.27399,0.00000,0,0.71542,0.08128,0.000,11.749,7.241,4.475,0.82642,3.68332,6.87760,0.01685,0.14479
83621,2008,26216,20081130,11,10,0.02391,0.27399,0.00000,1,-0.27269,0.58332,7.567,11.749,7.241,4.475,0.82642,3.68332,6.87760,0.01685,0.14479
83621,2009,26216,20090731,7,10,0.03527,0.35119,0.00000,0,-0.32520,0.71542,0.000,10.763,6.380,5.121,0.77756,1.70253,7.53129,0.08802,0.20294
83621,2009,26216,20091130,11,10,0.03527,0.35119,0.00000,1,0.34294,-0.27269,7.162,10.763,6.380,5.121,0.77756,1.70253,7.53129,0.08802,0.20294
83621,2010,26216,20100731,7,10,0.03237,0.39431,0.00000,0,0.43280,-0.32520,0.000,11.049,6.637,5.094,0.75963,2.34604,7.56070,0.05004,0.09316
83621,2010,26216,20101130,11,10,0.03237,0.39431,0.00000,1,0.24153,0.34294,7.371,11.049,6.637,5.094,0.75963,2.34604,7.56070,0.05004,0.09316
83621,2011,26216,20110731,7,10,0.01961,0.37341,0.00000,0,0.12299,0.43280,0.000,11.005,6.624,5.175,0.76321,2.52436,7.66288,0.02971,0.08691
83621,2011,26216,20111130,11,10,0.01961,0.37341,0.00000,1,0.27528,0.24153,7.591,11.005,6.624,5.175,0.76321,2.52436,7.66288,0.02971,0.08691
84032,2007,20342,20070731,7,10,0.04018,0.34978,0.00000,0,0.70991,0.22518,0.000,9.870,5.432,4.489,0.47482,1.63397,9.10723,0.05702,0.18218
84032,2007,20342,20070228,2,10,0.04018,0.34978,0.00000,1,-0.24164,0.99172,8.192,9.870,5.432,4.489,0.47482,1.63397,9.10723,0.05702,0.18218
84032,2008,20342,20080731,7,10,0.02391,0.34395,0.00000,0,0.27356,0.70991,0.000,10.809,6.296,4.172,0.53673,2.61405,9.40227,0.02813,0.13172
84032,2008,20342,20080131,1,10,0.02391,0.34395,0.00000,1,0.72290,0.08951,7.585,10.809,6.296,4.172,0.53673,2.61405,9.40227,0.02813,0.13172
84032,2009,20342,20090731,7,10,0.03527,0.47942,0.00000,0,-0.54774,0.27356,0.000,9.785,5.311,4.619,0.72845,0.88698,9.97486,0.04587,0.18936
84032,2009,20342,20090228,2,10,0.03527,0.47942,0.00000,1,-0.56845,0.90818,8.338,9.785,5.311,4.619,0.72845,0.88698,9.97486,0.04587,0.18936
84032,2010,20342,20100731,7,10,0.03237,0.48723,0.00828,0,0.08559,-0.54774,0.000,10.621,6.145,5.131,0.73313,1.20140,9.97734,0.03413,0.09754
84032,2010,20342,20100131,1,10,0.03237,0.48723,0.00828,1,0.61939,-0.57795,7.947,10.621,6.145,5.131,0.73313,1.20140,9.97734,0.03413,0.09754
84032,2011,20342,20110731,7,10,0.01961,0.51864,0.01030,0,1.05275,0.08559,0.000,11.006,6.488,5.122,0.63976,1.54550,10.04546,0.02490,0.07161
84032,2011,20342,20110228,2,10,0.01961,0.51864,0.01030,1,1.05275,0.08559,8.544,11.006,6.488,5.122,0.63976,1.54550,10.04546,0.02490,0.07161
84348,2007,19875,20071031,10,10,0.03450,0.32592,0.00000,0,0.07266,0.04437,5.825,10.983,6.453,3.897,0.93396,2.30492,6.18402,0.00370,0.18282
84348,2007,19875,20071031,10,10,0.03450,0.32592,0.00000,1,0.07266,0.04437,7.195,10.983,6.453,3.897,0.93396,2.30492,6.18402,0.00370,0.18282
84348,2008,19875,20081031,10,10,0.02781,0.33752,0.00000,0,-0.35709,0.21028,0.000,10.532,6.021,4.045,0.95114,1.46744,6.31372,0.00620,0.09981
84348,2008,19875,20081031,10,10,0.02781,0.33752,0.00000,1,-0.35709,0.21028,0.000,10.532,6.021,4.045,0.95114,1.46744,6.31372,0.00620,0.09981
84348,2009,19875,20090531,5,10,0.03662,0.40308,0.00000,0,0.42354,-0.37126,6.413,10.499,5.994,4.215,0.90986,1.30123,6.43606,0.00000,0.11240
84348,2009,19875,20090531,5,10,0.03662,0.40308,0.00000,1,0.42354,-0.37126,6.574,10.499,5.994,4.215,0.90986,1.30123,6.43606,0.00000,0.11240
84348,2010,19875,20101130,11,10,0.03353,0.41534,0.00000,0,0.34514,0.42354,7.295,11.063,6.568,4.531,0.84912,1.48257,7.16592,0.17301,0.18067
84348,2010,19875,20101130,11,10,0.03353,0.41534,0.00000,1,0.34514,0.42354,7.556,11.063,6.568,4.531,0.84912,1.48257,7.16592,0.17301,0.18067
84348,2011,19875,20111130,11,10,0.02147,0.35150,0.00000,0,0.14187,0.34514,7.282,11.208,6.733,4.681,0.84032,1.58318,7.24904,0.15069,0.13112
84348,2011,19875,20111130,11,10,0.02147,0.35150,0.00000,1,0.14187,0.34514,7.527,11.208,6.733,4.681,0.84032,1.58318,7.24904,0.15069,0.13112
84365,2007,26293,20070228,2,10,0.04018,0.27097,0.00551,0,-0.05615,0.09625,5.693,7.931,3.579,2.456,0.51284,2.49749,5.78464,0.08644,0.13625
84365,2007,26293,20070228,2,10,0.04018,0.27097,0.00551,1,-0.05615,0.09625,5.351,7.931,3.579,2.456,0.51284,2.49749,5.78464,0.08644,0.13625
84365,2008,26293,20080229,2,10,0.02391,0.27187,0.00549,0,-0.11877,-0.05615,5.916,8.083,3.737,2.788,0.58049,2.27690,5.79832,0.09352,0.09905
84365,2008,26293,20080229,2,10,0.02391,0.27187,0.00549,1,-0.11877,-0.05615,5.327,8.083,3.737,2.788,0.58049,2.27690,5.79832,0.09352,0.09905
